word
Abend
Abfahrt
Abflug
Abgas
Abonnement
Abschied
Absender
Abt
Abteilung
Achtung
Adresse
Ahnung
Aktion
Alarm
Alkohol
Alphabet
Alter
Alternative
Ampel
Amt
Anfang
Angebot
Angehörige
Angestellte
Angst
Ankunft
Anmeldung
Annonce
Anrede
Anruf
Anrufbeantworter
Ansage
Anschluss
Antwort
Anwalt
Anwältin
Anzeige
Apartment
Apfel
Apotheke
Apparat
Appetit
Aprikose
April
Arbeit
Arbeiter
Arbeiterin
Arbeitserlaubnis
Arbeitsplatz
Arbeitsstelle
Architekt
Architektin
Arm
Art
Arzt
Asyl
Atem
Aufenthalt
Aufgabe
Auftritt
Aufzug
Auge
Augenblick
August
Ausbildung
Ausflug
Ausgang
Auskunft
Ausland
Ausländer
Ausnahme
Aussage
Ausstellung
Auswahl
Ausweis
Auto
Autobahn
Automat
Baby
Babysitter
Backofen
Bad
Bahn
Bahnhof
Bahnsteig
Balkon
Ballett
Banane
Band
Bank
Bankomat
Batterie
Bau
Bauch
Bauernhof
Baum
Beamte
Bedarf
Beginn
Begründung
Behörde
Bein
Beispiel
Beitrag
Bekannte
Beratung
Berg
Beruf
Bescheid
Beschreibung
Besserung
Bestätigung
Besuch
Betrag
Betreuer
Betreuerin
Betreuung
Betrieb
Betriebsrat
Betriebsrätin
Bett
Bewohner
Bewohnerin
Beziehung
Bier
Bild
Bildschirm
Birne
Bitte
Blatt
Bleistift
Blick
Blitz
Blume
Bluse
Bogen
Bohne
Boot
Botschaft
Brief
Briefmarke
Briefträger
Briefumschlag
Brille
Brot
Bruder
Brötchen
Brücke
Buch
Buchhandlung
Buchstabe
Buffet
Burg
Bus
Butter
Bäckerei
Büchse
Büfett
Bühne
Bürgerin
Büro
Bürste
CD
Cafeteria
Café
Cent
Chance
Chef
Chefin
Chipkarte
Coiffeur
Comic
Computer
Couch
Cousine
Couvert
Creme
Dach
Dame
Dank
Darstellung
Datei
Datum
Dauer
Denkmal
Deutsche
Deutschland
Dezember
Dialekt
Dienstag
Ding
Direktor
Disco
Doktor
Dokument
Donner
Donnerstag
Doppelzimmer
Dorf
Dose
Druck
Drucker
Durchsage
Durchschnitt
Durst
Dusche
E-Book
E-Mail
Ecke
Ehe
Ehefrau
Ehemann
Ei
Eile
Einbrecher
Eindruck
Einfahrt
Einfall
Einführung
Eingang
Einkaufszentrum
Einladung
Einnahme
Eintritt
Einwohner
Einzelzimmer
Eisenbahn
Eltern
Empfang
Empfänger
Ende
Energie
Enkel
Enkelin
Entfernung
Entschuldigung
Erdapfel
Ereignis
Erfahrung
Erfindung
Ergebnis
Erholung
Erhöhung
Erkältung
Erlaubnis
Ermäßigung
Ernte
Ernährung
Ersatz
Erwachsene
Erziehung
Erzählung
Eröffnung
Essen
Etage
Euro
Europa
Europäer
Export
Fach
Fachfrau
Fahrbahn
Fahrer
Fahrkarte
Fahrplan
Fahrrad
Fahrzeug
Fall
Familie
Familienname
Familienstand
Fan
Fantasie
Farbe
Fasching
Fauteuil
Fax
Februar
Fehler
Feier
Feierabend
Feiertag
Feld
Ferien
Fernseher
Festival
Feuer
Feuerwehr
Fieber
Figur
Film
Firma
Fisch
Flasche
Fleck
Fleisch
Fleischhauer
Flohmarkt
Flucht
Flug
Flughafen
Flugzeug
Fluss
Fläche
Forderung
Formular
Fortbildung
Fortsetzung
Foto
Fotoapparat
Fotograf
Fotografie
Frage
Frau
Freiheit
Freitag
Freizeit
Freund
Freundschaft
Friede
Friseur
Frisur
Frucht
Frühjahr
Frühling
Frühstück
Fundbüro
Fundsache
Fuß
Fußball
Fußgänger
Fußgängerin
Fußgängerzone
Führerschein
Führung
Gabel
Gang
Garage
Garantie
Garderobe
Garten
Gas
Gasse
Gast
Gaststätte
Gebirge
Geburtsjahr
Geburtsort
Geburtstag
Gebäck
Gebäude
Gedanke
Gedicht
Gefahr
Gefängnis
Gefühl
Gegend
Gegenstand
Gegenteil
Gehsteig
Geld
Gelegenheit
Gemeinschaft
Gemüse
Generation
Gepäck
Gericht
Geschenk
Geschirr
Geschmack
Geschwindigkeit
Geschwister
Geschäft
Gesellschaft
Gesetz
Gespräch
Gesundheit
Getränk
Gewalt
Gewicht
Gewitter
Gewohnheit
Gift
Girokonto
Gitarre
Glace
Glas
Gleis
Glück
Glückwunsch
Gold
Golf
Gott
Grad
Grafik
Gramm
Grill
Grippe
Großeltern
Großmutter
Großvater
Grund
Grundstück
Gruppe
Gruß
Größe
Gymnastik
Haar
Halbpension
Halle
Hallenbad
Halt
Haltestelle
Hand
Handtuch
Handy
Hauptbahnhof
Hauptstadt
Haus
Hausaufgabe
Hausfrau
Hausmann
Hausmeisterin
Heimat
Heimweh
Heizung
Hemd
Hendl
Herbst
Herd
Herkunft
Herr
Herz
Hilfe
Himmel
Hobby
Hochzeit
Hoffnung
Holz
Homepage
Honig
Hotel
Hund
Hunger
Hähnchen
Händler
Höhe
Hörer
